id,class,segmentation
case9_day22_slice_0057,stomach,36524 10 36883 13 37241 16 37601 18 37960 20 38319 22 38678 23 39038 24 39397 26 39757 26 40117 27 40476 28 40836 28 41196 29 41556 30 41916 31 42276 31 42636 32 42997 31 43358 30 43719 29 44080 27 44441 26 44802 25 45163 24 45523 23 45884 22 46244 22 46605 20 46966 19 47326 19 47687 18 48047 17 48408 15 48768 12 49130 5
case9_day22_slice_0058,large_bowel,
case9_day22_slice_0058,small_bowel,
case9_day22_slice_0058,stomach,36165 3 36523 11 36882 14 37241 17 37600 19 37959 21 38319 22 38678 23 39038 24 39398 25 39758 25 40117 26 40477 27 40837 27 41197 28 41557 28 41916 30 42276 30 42637 30 42997 30 43358 29 43719 28 44081 25 44442 24 44804 22 45165 21 45525 21 45886 19 46247 18 46607 17 46968 16 47329 15 47690 13 48051 2
case9_day22_slice_0059,large_bowel,
case9_day22_slice_0059,small_bowel,
case9_day22_slice_0059,stomach,27499 4 27858 8 28212 15 28571 17 28930 19 29290 19 29650 20 30010 21 30370 6 30380 12 30730 4 30741 11 31089 5 31102 11 31449 4 31463 11 31809 4 31824 11 32169 4 32185 10 32529 4 32546 10 32889 4 32907 9 33248 5 33267 10 33608 5 33628 9 33967 6 33989 7 34327 6 34349 7 34686 7 34710 5 35046 6 35406 6 35766 5 36127 2 36164 8 36522 13 36881 16 37240 18 37599 20 37959 21 38319 21 38678 23 39038 24 39398 24 39758 25 40118 25 40478 25 40838 25 41197 27 41557 27 41917 27 42278 27 42638 27 42999 26 43359 26 43720 25 44082 23 44445 20 44806 19 45167 17 45528 16 45888 15 46249 14 46610 12 46972 10 47334 6
case9_day22_slice_0060,large_bowel,
case9_day22_slice_0060,small_bowel,
case9_day22_slice_0060,stomach,23171 2 23529 6 23888 8 24248 9 24607 10 24967 11 25327 12 25687 13 26047 14 26407 16 26767 19 27127 21 27487 22 27847 23 28207 24 28567 25 28926 26 29286 27 29646 27 30006 28 30365 30 30725 31 31085 12 31099 17 31444 11 31461 16 31804 10 31821 17 32164 10 32182 16 32524 10 32542 17 32884 10 32903 16 33244 10 33264 15 33604 10 33625 14 33964 10 33986 12 34324 10 34348 10 34684 10 34708 9 35044 10 35069 8 35404 9 35431 4 35764 9 35803 6 36125 8 36161 12 36485 7 36520 15 36846 4 36879 17 37239 18 37598 20 37958 21 38318 22 38678 22 39038 23 39397 24 39757 25 40117 25 40477 26 40837 26 41197 26 41558 25 41918 25 42278 26 42639 25 43000 24 43361 23 43722 22 44084 20 44445 19 44807 17 45167 16 45528 15 45889 13 46250 12 46612 8
case9_day22_slice_0061,large_bowel,
case9_day22_slice_0061,small_bowel,
case9_day22_slice_0061,stomach,22809 6 23167 10 23526 12 23885 14 24245 15 24605 16 24965 17 25325 18 25684 20 26044 21 26404 22 26764 24 27124 26 27484 27 27844 28 28204 29 28564 30 28924 30 29284 31 29644 31 30003 33 30363 34 30723 35 31083 36 31442 38 31802 38 32162 14 32179 22 32522 13 32540 21 32882 13 32901 20 33242 12 33261 20 33602 12 33622 20 33962 12 33982 20 34322 12 34344 19 34682 12 34705 18 35042 12 35066 19 35402 12 35428 19 35762 12 35790 21 36123 11 36152 22 36483 10 36513 23 36843 10 36874 23 37204 8 37235 23 37564 7 37596 22 37926 3 37956 23 38317 23 38677 23 39037 24 39397 24 39757 25 40118 24 40478 24 40838 24 41198 24 41558 24 41919 23 42279 24 42640 23 43001 22 43362 21 43723 20 44085 17 44446 16 44807 13 45168 9
case9_day22_slice_0062,large_bowel,
case9_day22_slice_0062,small_bowel,
case9_day22_slice_0062,stomach,22449 5 22806 11 23165 13 23524 16 23883 18 24243 19 24603 20 24963 21 25322 22 25682 23 26042 24 26402 26 26762 27 27122 29 27482 30 27842 31 28202 32 28562 33 28922 34 29282 34 29642 35 30002 36 30362 36 30721 38 31081 39 31441 40 31801 41 32161 41 32521 42 32881 14 32899 24 33241 14 33260 23 33601 14 33620 23 33961 14 33981 23 34321 14 34342 22 34681 14 34703 23 35041 14 35064 23 35400 15 35425 24 35760 14 35786 26 36120 14 36147 27 36480 14 36508 28 36839 14 36870 27 37199 14 37232 26 37560 12 37593 26 37920 11 37954 25 38281 9 38315 25 38642 6 38675 25 39003 4 39036 24 39396 25 39757 24 40117 24 40478 24 40838 24 41199 23 41559 23 41919 23 42280 22 42641 21 43002 20 43363 19 43725 17 44086 15 44447 13 44808 9
case9_day22_slice_0063,large_bowel,
case9_day22_slice_0063,small_bowel,
case9_day22_slice_0063,stomach,22448 7 22805 12 23164 15 23523 17 23882 19 24241 21 24601 22 24961 23 25321 24 25680 26 26040 27 26400 28 26760 30 27120 31 27480 32 27840 33 28200 34 28560 35 28921 35 29281 36 29641 36 30001 37 30360 39 30720 40 31080 41 31440 41 31800 42 32160 43 32520 44 32881 43 33241 15 33257 27 33601 14 33619 26 33961 14 33979 27 34320 15 34340 26 34680 15 34701 26 35040 15 35062 27 35399 16 35423 28 35759 16 35784 29 36119 15 36145 29 36478 16 36506 30 36838 16 36868 29 37198 15 37229 29 37558 14 37590 29 37918 14 37951 28 38278 13 38313 27 38639 10 38674 26 38999 9 39035 25 39361 6 39396 25 39756 25 40117 24 40478 23 40839 22 41199 22 41560 21 41920 21 42281 21 42642 20 43004 17 43366 14 43727 12
case9_day22_slice_0064,large_bowel,26451 4 26810 6 27169 7 27529 8 27889 8 28249 7 28610 6 28971 4
case9_day22_slice_0064,small_bowel,
case9_day22_slice_0064,stomach,22085 8 22443 12 22802 15 23162 17 23521 19 23880 21 24240 22 24599 24 24959 25 25318 27 25678 28 26037 30 26397 32 26757 33 27116 35 27476 36 27836 37 28196 38 28556 39 28916 39 29276 40 29636 41 29996 42 30356 43 30717 43 31077 44 31437 45 31797 46 32158 46 32518 46 32878 47 33238 48 33598 17 33617 29 33958 16 33978 29 34318 16 34339 29 34677 17 34700 29 35037 17 35061 29 35397 17 35422 30 35756 18 35783 30 36115 19 36144 31 36475 18 36505 31 36834 19 36866 31 37194 19 37227 31 37554 18 37588 31 37914 18 37950 29 38274 17 38312 28 38635 15 38673 27 38996 13 39034 26 39358 9 39395 26 39720 5 39756 24 40117 23 40478 22 40839 21 41199 21 41560 20 41920 20 42281 19 42643 17 43005 15 43367 12 43729 8
case9_day22_slice_0065,large_bowel,24648 5 25007 6 25367 7 25726 9 26087 8 26447 9 26807 9 27168 9 27528 9 27889 8 28249 8 28609 7 28970 5
case9_day22_slice_0065,small_bowel,
case9_day22_slice_0065,stomach,22087 4 22444 10 22803 14 23162 16 23521 19 23881 20 24240 22 24600 23 24959 25 25319 26 25678 28 26038 29 26397 32 26757 33 27116 35 27476 36 27836 37 28196 38 28556 38 28916 39 29276 40 29636 41 29996 42 30356 43 30716 44 31076 45 31436 46 31796 48 32156 48 32516 49 32876 50 33236 50 33596 17 33616 31 33956 17 33977 31 34316 17 34338 31 34675 18 34699 31 35034 19 35060 31 35393 20 35421 31 35752 21 35782 32 36111 21 36143 32 36469 23 36504 32 36828 24 36865 32 37187 25 37226 32 37546 26 37588 31 37906 25 37949 30 38265 26 38311 29 38625 25 38673 27 38985 24 39034 26 39345 23 39395 25 39705 21 39756 24 40066 10 40077 7 40117 23 40427 6 40478 22 40839 21 41199 21 41560 20 41920 20 42281 19 42643 16 43006 13 43368 10 43730 6
case9_day22_slice_0066,large_bowel,24288 3 24648 4 25007 5 25367 4 25728 1 26092 7 26451 9 26810 11 27169 13 27529 12 27889 10 28249 8 28609 7 28969 6
case9_day22_slice_0066,small_bowel,
case9_day22_slice_0066,stomach,22804 9 23163 13 23522 16 23882 18 24241 20 24601 21 24961 23 25320 25 25680 26 26039 28 26398 30 26757 32 27117 34 27476 36 27836 36 28196 37 28556 38 28915 40 29275 41 29635 42 29995 43 30355 44 30715 45 31075 47 31436 47 31796 48 32157 48 32518 11 32533 32 32878 11 32895 31 33238 11 33255 32 33598 11 33616 31 33958 11 33977 31 34317 13 34338 31 34675 15 34699 31 35033 18 35060 32 35393 18 35421 32 35752 19 35781 33 36111 20 36142 33 36469 22 36503 33 36827 24 36864 33 37186 25 37226 32 37545 26 37587 31 37904 26 37949 30 38264 26 38311 29 38623 26 38673 27 38983 25 39034 26 39343 24 39395 25 39702 24 39756 24 40062 23 40117 23 40421 22 40478 21 40781 16 40838 21 41141 13 41199 20 41502 9 41559 20 41862 7 41920 19 42223 5 42281 18 42643 15 43006 11 43368 8 43730 5
case9_day22_slice_0067,large_bowel,23930 1 24288 4 24648 4 25007 5 25367 4 25728 1 25732 8 26091 11 26451 11 26810 13 27169 14 27529 14 27889 13 28249 12 28610 9 28971 6 29237 3 29595 7 29949 13 30308 15 30667 16 31027 15 31387 15 31747 14 32108 12 32470 9
case9_day22_slice_0067,small_bowel,
case9_day22_slice_0067,stomach,23166 4 23525 8 23884 13 24243 16 24603 18 24963 20 25322 22 25682 22 26041 24 26399 28 26758 30 27118 31 27477 34 27837 35 28197 35 28556 37 28916 38 29276 39 29635 41 29995 42 30355 43 30716 43 31076 44 31436 44 31797 10 31813 28 32158 8 32174 28 32519 7 32535 29 32879 7 32895 30 33239 7 33256 30 33599 7 33617 30 33958 8 33977 32 34317 9 34338 32 34676 10 34699 32 35033 14 35060 32 35393 14 35421 32 35752 16 35782 32 36110 19 36143 32 36468 21 36504 32 36827 22 36865 32 37186 23 37226 32 37545 24 37588 31 37904 25 37949 30 38263 25 38311 28 38623 25 38673 27 38982 25 39034 26 39342 24 39395 25 39701 24 39756 23 40060 24 40117 22 40420 23 40477 22 40780 21 40838 21 41140 16 41198 20 41500 13 41559 19 41861 10 41920 18 42221 8 42281 16 42583 5 42644 13 43007 9 43369 6
case9_day22_slice_0068,large_bowel,23929 4 24288 6 24647 8 25007 11 25367 13 25727 15 26088 15 26448 15 26809 15 27169 15 27529 15 27889 15 28250 13 28610 12 28876 9 28971 9 29234 12 29333 5 29589 18 29947 20 30305 22 30665 22 31024 22 31384 21 31745 17 32105 17 32466 16 32833 9 33193 9 33554 7 33915 5
case9_day22_slice_0068,small_bowel,42219 2 42577 6 42937 7 43296 14 43656 16 44016 16 44376 16 44737 15 45098 14
case9_day22_slice_0068,stomach,24246 5 24605 11 24964 14 25324 16 25683 18 26043 19 26402 22 26762 23 27121 25 27480 27 27839 28 28199 29 28559 31 28919 32 29279 33 29639 9 29651 22 29999 8 30012 23 30359 7 30373 23 30719 7 30733 24 31079 7 31094 24 31439 6 31454 25 31800 5 31815 26 32162 2 32175 28 32536 28 32896 29 33257 29 33618 29 33978 31 34339 31 34677 2 34700 31 35034 7 35061 31 35393 10 35422 31 35752 13 35783 31 36110 16 36144 32 36468 19 36505 32 36826 21 36866 31 37185 22 37227 31 37544 23 37589 29 37903 24 37951 27 38263 24 38312 27 38622 24 38674 25 38981 24 39036 23 39341 24 39396 23 39700 24 39757 21 40059 24 40118 20 40419 24 40478 20 40779 22 40838 20 41139 21 41199 18 41500 15 41559 18 41860 13 41920 16 42221 10 42281 15 42582 6 42645 9 43007 6
case9_day22_slice_0069,large_bowel,23569 4 23927 7 24285 11 24644 15 25003 18 25362 21 25722 22 26082 22 26443 22 26803 23 27165 21 27528 19 27889 18 28249 18 28520 5 28610 17 28874 13 28971 16 29229 19 29333 14 29583 26 29700 6 29941 28 30062 2 30301 28 30660 29 31020 29 31380 28 31740 28 32101 26 32462 25 32824 22 33191 15 33555 11 33916 11 34276 11 34636 18 34997 19 35357 20 35717 21 36078 21 36438 21 36798 22 37158 22 37519 20 37879 19 38240 17 38601 15 38962 13 39323 11 39684 10 40045 9 40406 8 40766 8 41127 6 41488 4
case9_day22_slice_0069,small_bowel,42219 5 42578 7 42938 8 43298 12 43657 14 44017 15 44377 15 44737 15 45098 13 45458 7 45819 4
case9_day22_slice_0069,stomach,25334 2 25693 5 26052 7 26411 9 26771 10 27131 11 27491 13 27852 13 28212 13 28573 13 28933 15 29294 16 29654 17 30015 18 30375 19 30735 20 31096 20 31456 22 31817 22 32177 25 32538 26 32899 26 33259 27 33620 27 33980 28 34341 28 34702 29 35036 2 35062 30 35393 7 35423 30 35752 10 35784 30 36110 13 36145 30 36468 16 36506 30 36826 19 36867 30 37185 20 37229 28 37544 21 37590 28 37903 22 37952 26 38262 22 38313 25 38622 22 38675 23 38981 22 39037 21 39340 23 39398 19 39699 23 39759 18 40059 23 40121 16 40419 23 40482 14 40779 22 40844 12 41139 21 41206 10 41500 19 41568 7 41861 13 41930 4 42223 9 42585 4
case9_day22_slice_0070,large_bowel,23209 2 23564 9 23922 13 24281 18 24641 21 25001 22 25361 23 25721 24 26082 24 26443 23 26804 23 27165 23 27527 21 27794 8 27888 21 28152 12 28249 20 28510 15 28609 20 28865 21 28971 18 29221 26 29332 17 29580 28 29698 11 29939 30 30060 8 30298 31 30421 7 30658 32 30784 2 31017 33 31377 33 31737 33 32098 32 32458 32 32819 31 33185 25 33548 22 33912 18 34274 18 34636 18 34996 19 35357 21 35718 22 36079 21 36439 22 36799 22 37158 22 37518 22 37878 21 38238 20 38598 18 38958 17 39319 15 39680 14 40044 10 40405 9 40766 8 41127 7 41488 5
case9_day22_slice_0070,small_bowel,43657 12 44016 15 44375 17 44735 17 45095 17 45455 17 45815 16 46176 15 46536 14 46897 13 47258 13 47619 12 47980 12 48341 12 48702 12 49062 13 49423 12 49784 11 50145 10 50506 9 50867 8 51227 8 51589 5
case9_day22_slice_0070,stomach,26416 3 26776 4 27135 6 27495 6 27855 7 28216 7 28576 8 28936 9 29297 9 29657 9 30018 10 30378 12 30738 14 31098 16 31459 16 31819 17 32180 19 32541 21 32902 22 33262 23 33623 23 33983 24 34344 24 34704 26 35064 27 35425 28 35753 5 35786 28 36111 9 36146 29 36469 12 36507 28 36827 15 36869 27 37186 17 37230 27 37544 19 37592 25 37903 20 37953 24 38263 20 38315 22 38622 20 38676 20 38981 21 39038 18 39340 21 39400 16 39699 22 39762 13 40059 22 40123 12 40419 21 40486 8 40778 22 40848 6 41138 22 41209 3 41498 21 41858 18 42218 16 42578 15 42939 13 43301 2
case9_day22_slice_0071,large_bowel,23203 9 23562 11 23921 15 24280 20 24640 23 25000 24 25360 25 25720 26 26081 25 26442 25 26803 25 27075 5 27164 25 27433 8 27525 25 27792 10 27887 24 28151 12 28248 23 28509 16 28609 22 28864 21 28971 20 29223 23 29332 19 29582 25 29697 13 29941 27 30059 11 30300 28 30420 10 30659 30 30781 8 31018 32 31144 2 31378 32 31737 34 32097 34 32458 34 32818 35 33179 35 33544 31 33908 28 34270 27 34631 27 34993 26 35354 26 35715 26 36076 25 36437 25 36798 24 37158 23 37518 23 37878 22 38238 19 38599 17 38959 17 39319 17 39680 17 40040 17 40401 16 40762 15 41122 14 41483 12 41844 10 42205 9 42566 6
case9_day22_slice_0071,small_bowel,43657 5 44016 9 44376 13 44736 14 45096 14 45456 14 45816 14 46177 13 46537 13 46898 12 47258 12 47618 13 47979 13 48339 14 48700 13 49061 13 49422 13 49782 14 50143 13 50504 13 50865 12 51226 11 51588 8 51949 6
case9_day22_slice_0071,stomach,31467 5 31826 7 32186 9 32545 11 32905 15 33265 18 33625 19 33986 19 34346 21 34706 22 35067 23 35427 25 35788 25 36148 26 36470 6 36509 26 36828 10 36871 24 37187 13 37232 24 37546 14 37594 22 37905 16 37955 20 38264 17 38316 19 38623 17 38678 16 38982 18 39041 12 39341 19 39404 9 39700 19 39766 6 40060 19 40127 3 40419 20 40779 20 41139 19 41498 19 41858 19 42218 18 42578 18 42938 17 43299 15 43660 14 44025 7
case9_day22_slice_0072,large_bowel,22845 6 23202 11 23561 13 23920 17 24279 22 24639 24 24999 25 25359 26 25720 26 26080 27 26441 27 26716 2 26802 28 27074 6 27164 27 27433 9 27525 26 27792 10 27888 24 28150 13 28249 23 28506 18 28611 21 28864 21 28972 20 29223 23 29333 19 29582 24 29697 15 29941 26 30059 12 30300 27 30420 11 30659 29 30781 9 31018 30 31144 5 31377 32 31737 33 32097 35 32457 37 32817 38 33178 37 33540 35 33905 31 34267 29 34629 28 34989 28 35349 30 35709 32 36069 32 36429 33 36789 32 37150 6 37157 24 37512 2 37518 22 37878 21 38238 19 38598 18 38959 17 39319 16 39679 16 40039 16 40399 16 40760 15 41120 15 41481 14 41842 12 42203 11 42564 10 42925 10 43286 9 43646 9 44007 8 44367 8 44728 7 45089 5 45451 1
case9_day22_slice_0072,small_bowel,44380 5 44738 10 45097 12 45457 12 45817 12 46177 12 46537 12 46897 11 47257 11 47617 12 47977 12 48338 12 48698 14 49059 14 49420 15 49781 15 50142 15 50503 15 50864 14 51226 12 51588 9 51949 7 52311 4
case9_day22_slice_0072,stomach,34001 1 34358 7 34715 12 35073 16 35431 19 35790 22 36150 23 36511 22 36872 22 37190 5 37234 19 37548 8 37595 18 37907 10 37957 15 38265 13 38320 11 38624 14 38683 7 38983 15 39045 4 39342 16 39701 17 40061 17 40420 18 40780 18 41139 19 41499 18 41858 19 42218 18 42578 18 42938 17 43298 17 43658 16 44019 13
case9_day22_slice_0073,large_bowel,22488 2 22843 9 23201 12 23559 16 23918 21 24278 23 24638 25 24998 26 25359 26 25719 27 26080 28 26441 28 26715 2 26802 29 27073 7 27163 28 27432 9 27525 27 27790 12 27888 24 28148 15 28251 22 28505 19 28612 21 28864 21 28973 20 29223 22 29336 16 29582 24 29698 14 29941 25 30059 13 30300 27 30420 11 30659 28 30782 8 31018 29 31144 5 31377 31 31737 32 32097 38 32457 39 32817 39 33178 38 33539 37 33903 33 34266 30 34627 29 34988 29 35348 29 35708 31 36068 33 36428 33 36788 33 37149 31 37510 30 37876 22 38236 20 38596 20 38956 19 39316 19 39676 18 40036 18 40396 18 40756 18 41116 18 41476 18 41836 18 42196 18 42557 18 42917 18 43277 19 43637 19 43997 19 44358 18 44720 16 45088 7 45450 3
case9_day22_slice_0073,small_bowel,43661 2 44019 6 44378 9 44738 13 45098 14 45458 14 45818 14 46178 14 46538 14 46898 13 47258 12 47618 11 47979 10 48339 10 48699 11 49060 10 49421 10 49781 12 50142 12 50503 12 50864 11 51224 12 51585 11 51946 9 52307 8 52669 5
case9_day22_slice_0073,stomach,35075 4 35434 13 35793 16 36153 17 36513 17 36873 17 37234 16 37595 14 37909 4 37958 10 38267 7 38626 8 38985 10 39344 11 39703 12 40062 13 40421 14 40780 15 41140 16 41500 16 41860 16 42220 16 42580 16 42940 15 43301 13 43662 11 44025 7
